Loan_ID,Issue_Date,Borrower_City,Employment_Type,Annual_Income_INR,Loan_Purpose,Loan_Amount_INR,Funded_Amount_INR,Interest_Rate,Loan_Term_Months,Risk_Grade,Loan_Status,Total_Repayment_INR,Investor_Count,Income_Verification,Loan_Channel,Year
P2P101649,2025-04-04,Delhi,Self-employed,29100.0,Medical,386700.0,373600.0,14.41,48,C,Completed,507800.0,9,Verified,Web,2025
P2P101024,2025-11-25,Kolkata,Self-employed,75600.0,Home Improvement,278300.0,257000.0,13.78,48,C,Late,157700.0,6,Verified,Mobile App,2025
P2P101056,2023-05-24,Bengaluru,Self-employed,49600.0,Travel,357600.0,329800.0,11.52,60,B,Active,204000.0,12,Verified,Mobile App,2023
P2P101750,2022-02-11,Chennai,Self-employed,32400.0,Wedding,332800.0,318600.0,8.86,24,A,Completed,360400.0,7,Not Verified,Web,2022
P2P100247,2023-10-18,Mumbai,Salaried,65600.0,Debt Consolidation,165800.0,155700.0,16.16,24,C,Active,104000.0,3,Verified,Mobile App,2023
P2P101863,2022-05-17,Bengaluru,Salaried,24800.0,Home Improvement,44000.0,42800.0,10.29,36,C,Completed,51600.0,1,Verified,Web,2022
P2P101153,2024-12-18,Lucknow,Business Owner,34200.0,Small Business,364700.0,345500.0,18.56,12,E,Active,249900.0,8,Verified,Mobile App,2024
P2P101835,2025-05-11,Bengaluru,Business Owner,36500.0,Education,101300.0,91700.0,9.84,12,A,Active,75400.0,4,Verified,Mobile App,2025
P2P100623,2023-06-30,Hyderabad,Salaried,22000.0,Home Improvement,106300.0,105000.0,12.81,36,C,Completed,131800.0,2,Verified,Mobile App,2023
P2P101966,2024-07-03,Bengaluru,Business Owner,34000.0,Vehicle,202900.0,187300.0,12.42,36,B,Active,79700.0,6,Verified,Web,2024
P2P100461,2021-12-26,Mumbai,Salaried,62900.0,Travel,101700.0,96300.0,11.34,24,B,Completed,116200.0,3,Verified,Mobile App,2021
P2P100487,2021-05-20,Lucknow,Salaried,33500.0,Education,342100.0,336900.0,10.6,36,B,Completed,407900.0,8,Verified,Web,2021
P2P101900,2025-04-07,Jaipur,Salaried,96000.0,Vehicle,252900.0,248300.0,10.38,24,A,Completed,294800.0,9,Verified,Mobile App,2025
P2P100091,2022-01-01,Delhi,Self-employed,26900.0,Small Business,612100.0,591300.0,15.94,36,D,Completed,763200.0,15,Verified,Mobile App,2022
P2P101230,2023-09-12,Delhi,Self-employed,72600.0,Debt Consolidation,490100.0,474900.0,16.27,24,C,Defaulted,155300.0,17,Not Verified,Mobile App,2023
P2P100493,2023-01-05,Delhi,Salaried,50300.0,Small Business,103600.0,95800.0,12.95,36,B,Active,72700.0,2,Verified,Mobile App,2023
P2P100171,2024-11-17,Bengaluru,Salaried,58300.0,Small Business,143400.0,136600.0,17.43,24,D,Completed,179200.0,3,Verified,Mobile App,2024
P2P101646,2025-03-02,Chennai,Salaried,79000.0,Debt Consolidation,147600.0,143500.0,13.32,36,C,Defaulted,46600.0,4,Verified,Web,2025
P2P100057,2021-09-28,Hyderabad,Business Owner,22500.0,Education,152500.0,151700.0,14.92,24,C,Completed,184100.0,4,Verified,Mobile App,2021
P2P100405,2023-03-27,Bengaluru,Freelancer,45700.0,Small Business,251300.0,243400.0,10.41,24,B,Late,78100.0,7,Not Verified,Mobile App,2023
P2P101266,2021-08-10,Bengaluru,Salaried,31700.0,Debt Consolidation,307800.0,284200.0,8.82,24,A,Completed,349400.0,10,Verified,Web,2021
P2P100600,2021-05-06,Pune,Salaried,56400.0,Debt Consolidation,252900.0,232300.0,10.56,36,B,Completed,290500.0,5,Verified,Web,2021
P2P101016,2025-09-30,Ahmedabad,Salaried,96200.0,Home Improvement,115100.0,115100.0,21.09,48,E,Defaulted,37300.0,3,Verified,Mobile App,2025
P2P101371,2025-11-26,Chennai,Salaried,63900.0,Debt Consolidation,112800.0,108200.0,11.77,36,C,Completed,141000.0,3,Verified,Mobile App,2025
P2P100098,2023-10-17,Ahmedabad,Salaried,28900.0,Medical,214700.0,199600.0,15.33,12,C,Active,140900.0,5,Verified,Mobile App,2023
P2P100827,2023-05-16,Mumbai,Self-employed,60000.0,Small Business,318800.0,305000.0,15.34,36,D,Completed,398200.0,6,Verified,Mobile App,2023
P2P101141,2025-05-27,Lucknow,Salaried,57300.0,Home Improvement,116900.0,110600.0,12.91,48,B,Completed,155100.0,3,Verified,Mobile App,2025
P2P101226,2024-09-18,Lucknow,Salaried,45900.0,Wedding,293200.0,268100.0,13.19,12,C,Active,205000.0,8,Verified,Mobile App,2024
P2P101876,2024-04-24,Pune,Salaried,109400.0,Home Improvement,314500.0,295000.0,11.92,24,B,Active,218200.0,8,Verified,Mobile App,2024
P2P100480,2024-03-26,Bengaluru,Unknown,55200.0,Vehicle,409500.0,403800.0,19.8,24,E,Defaulted,89900.0,15,Not Verified,Web,2024
P2P100324,2023-01-10,Delhi,Salaried,21900.0,Home Improvement,252400.0,238200.0,9.61,36,A,Completed,299500.0,8,Verified,Web,2023
P2P101218,2024-11-22,Chennai,Self-employed,74400.0,Debt Consolidation,169100.0,165700.0,12.94,12,C,Completed,187400.0,3,Not Verified,Mobile App,2024
P2P101468,2023-09-07,Chennai,Business Owner,93000.0,Small Business,69500.0,63400.0,9.32,36,A,Active,42100.0,2,Not Verified,Mobile App,2023
P2P101796,2021-09-17,Bengaluru,Business Owner,92800.0,Small Business,268300.0,268000.0,15.19,36,C,Defaulted,96200.0,7,Verified,Mobile App,2021
P2P101479,2025-04-24,Ahmedabad,Business Owner,46200.0,Education,163400.0,158100.0,9.46,36,A,Active,80600.0,5,Verified,Web,2025
P2P101553,2025-05-21,Chennai,Freelancer,35100.0,Medical,151900.0,149900.0,12.94,36,C,Completed,187400.0,6,Verified,Mobile App,2025
P2P101785,2024-10-20,Lucknow,Salaried,22500.0,Vehicle,117200.0,106400.0,14.03,36,C,Active,90300.0,2,Verified,Mobile App,2024
P2P101575,2022-08-17,Bengaluru,Self-employed,42100.0,Wedding,754500.0,726100.0,10.32,24,A,Completed,880200.0,17,Verified,Web,2022
P2P100099,2021-03-19,Mumbai,Salaried,63800.0,Vehicle,256100.0,254300.0,14.47,60,C,Late,184300.0,7,Verified,Mobile App,2021
P2P100425,2021-06-26,Hyderabad,Salaried,38200.0,Debt Consolidation,1500000.0,1469600.0,15.89,36,D,Completed,1948800.0,35,Verified,Web,2021
P2P100297,2025-03-20,Delhi,Salaried,24900.0,Debt Consolidation,109800.0,108300.0,10.62,24,B,Completed,126800.0,3,Verified,Mobile App,2025
P2P100738,2025-05-17,Bengaluru,Salaried,38700.0,Education,218900.0,216700.0,19.77,36,E,Active,200900.0,7,Verified,Web,2025
P2P101885,2022-04-06,Bengaluru,Salaried,70700.0,Wedding,95900.0,89300.0,8.76,60,A,Active,44000.0,3,Not Verified,Mobile App,2022
P2P100903,2022-05-26,Bengaluru,Salaried,25100.0,Debt Consolidation,106200.0,100100.0,12.77,24,B,Completed,123300.0,3,Verified,Mobile App,2022
P2P100602,2023-01-07,Pune,Business Owner,44600.0,Debt Consolidation,244200.0,226200.0,11.44,36,B,Completed,291700.0,8,Verified,Mobile App,2023
P2P101000,2023-11-21,Pune,Self-employed,43600.0,Vehicle,381500.0,381400.0,15.87,24,D,Completed,449900.0,9,Verified,Web,2023
P2P101805,2023-05-22,Bengaluru,Salaried,54100.0,Debt Consolidation,317200.0,298200.0,14.43,24,C,Completed,383000.0,7,Verified,Mobile App,2023
P2P100396,2025-10-06,Mumbai,Business Owner,91300.0,Home Improvement,88600.0,83200.0,9.62,36,A,Completed,101700.0,2,Not Verified,Web,2025
P2P100427,2023-11-12,Lucknow,Salaried,34400.0,Debt Consolidation,287800.0,286700.0,15.75,24,C,Completed,338600.0,9,Not Verified,Mobile App,2023
P2P101801,2025-11-07,Bengaluru,Salaried,44300.0,Debt Consolidation,56100.0,54600.0,14.44,24,C,Completed,64200.0,2,Verified,Mobile App,2025
P2P101584,2024-02-14,Bengaluru,Self-employed,68100.0,Vehicle,108000.0,100600.0,14.66,36,C,Completed,138900.0,2,Verified,Web,2024
P2P101550,2024-09-10,Chennai,Salaried,47900.0,Education,198800.0,186700.0,12.91,60,C,Late,54800.0,5,Verified,Mobile App,2024
P2P101556,2022-08-06,Hyderabad,Self-employed,36900.0,Medical,171300.0,161100.0,13.96,60,C,Completed,241600.0,3,Not Verified,Mobile App,2022
P2P101039,2021-07-20,Hyderabad,Self-employed,42000.0,Debt Consolidation,119800.0,118100.0,11.87,24,B,Completed,138300.0,3,Verified,Mobile App,2021
P2P100253,2025-06-29,Delhi,Salaried,48500.0,Small Business,406100.0,397000.0,10.35,24,B,Completed,446700.0,12,Verified,Web,2025
P2P100239,2024-09-29,Ahmedabad,Self-employed,62400.0,Debt Consolidation,178600.0,166500.0,17.84,36,D,Completed,234000.0,5,Verified,Web,2024
P2P101145,2022-12-13,Jaipur,Salaried,78000.0,Debt Consolidation,130800.0,125000.0,9.9,36,B,Active,77100.0,3,Verified,Mobile App,2022
P2P100845,2022-03-11,Jaipur,Salaried,71700.0,Medical,187300.0,182200.0,12.34,36,C,Active,72100.0,5,Verified,Web,2022
P2P101310,2025-05-15,Bengaluru,Business Owner,18000.0,Education,332600.0,321300.0,14.75,36,C,Active,186200.0,7,Verified,Web,2025
P2P100846,2023-09-22,Mumbai,Salaried,18000.0,Home Improvement,161000.0,160900.0,10.78,12,B,Completed,170200.0,4,Verified,Mobile App,2023
P2P100555,2025-07-31,Kolkata,Salaried,58900.0,Debt Consolidation,251800.0,233900.0,9.23,36,A,Completed,299000.0,5,Not Verified,Mobile App,2025
P2P101221,2025-10-31,Lucknow,Salaried,59500.0,Education,408900.0,371900.0,17.12,36,D,Defaulted,42400.0,11,Verified,Web,2025
P2P101370,2022-10-05,Jaipur,Salaried,22200.0,Small Business,283200.0,282100.0,15.15,36,C,Active,180700.0,7,Verified,Mobile App,2022
P2P100546,2023-06-07,Bengaluru,Business Owner,68100.0,Education,238100.0,218400.0,10.1,24,B,Active,185700.0,5,Verified,Mobile App,2023
P2P100251,2023-02-06,Hyderabad,Salaried,65800.0,Debt Consolidation,309900.0,293300.0,14.86,36,C,Completed,405100.0,6,Verified,Mobile App,2023
P2P100740,2023-07-13,Jaipur,Self-employed,54400.0,Debt Consolidation,266600.0,244600.0,14.56,12,C,Completed,290000.0,8,Not Verified,Web,2023
P2P100965,2023-01-26,Mumbai,Salaried,81500.0,Vehicle,187400.0,169000.0,11.87,24,B,Active,66300.0,6,Verified,Mobile App,2023
P2P101670,2025-05-18,Delhi,Self-employed,73500.0,Home Improvement,347100.0,316300.0,10.75,12,B,Active,239400.0,10,Verified,Mobile App,2025
P2P100199,2025-08-13,Mumbai,Salaried,95500.0,Education,1121200.0,1084100.0,22.04,24,E,Defaulted,90300.0,35,Verified,Mobile App,2025
P2P101437,2023-03-04,Mumbai,Salaried,60500.0,Debt Consolidation,400900.0,361100.0,12.45,24,B,Active,272900.0,13,Verified,Mobile App,2023
P2P101510,2025-03-14,Jaipur,Salaried,50800.0,Debt Consolidation,139400.0,129000.0,11.83,12,B,Late,54200.0,3,Not Verified,Mobile App,2025
P2P101455,2021-04-04,Ahmedabad,Self-employed,35800.0,Travel,363700.0,344700.0,10.84,36,B,Active,232200.0,13,Verified,Web,2021
P2P100898,2025-08-25,Bengaluru,Salaried,28300.0,Debt Consolidation,163300.0,161700.0,17.35,48,D,Active,146400.0,3,Verified,Web,2025
P2P101771,2023-12-16,Hyderabad,Self-employed,41600.0,Education,418100.0,385800.0,15.94,36,D,Active,178300.0,11,Verified,Web,2023
P2P101743,2025-03-19,Kolkata,Business Owner,84500.0,Small Business,128400.0,128000.0,11.82,24,B,Completed,150700.0,3,Verified,Mobile App,2025
P2P101315,2023-12-03,Bengaluru,Salaried,59200.0,Debt Consolidation,425700.0,398200.0,8.67,60,A,Completed,533100.0,8,Not Verified,Web,2023
P2P100990,2025-05-20,Bengaluru,Business Owner,41200.0,Vehicle,273800.0,267500.0,12.06,48,A,Active,119700.0,10,Verified,Mobile App,2025
P2P101041,2024-04-20,Kolkata,Business Owner,80700.0,Debt Consolidation,545400.0,544600.0,11.51,60,B,Completed,722600.0,16,Verified,Web,2024
P2P101183,2024-09-09,Kolkata,Salaried,47200.0,Home Improvement,83400.0,82200.0,8.61,36,A,Completed,97100.0,3,Verified,Mobile App,2024
P2P100244,2023-06-30,Kolkata,Salaried,46600.0,Travel,769500.0,767600.0,14.96,60,C,Active,633700.0,19,Verified,Web,2023
P2P100067,2022-02-20,Hyderabad,Salaried,38000.0,Debt Consolidation,633200.0,631200.0,11.92,60,C,Completed,873500.0,14,Not Verified,Web,2022
P2P101917,2025-08-12,Chennai,Freelancer,49800.0,Small Business,476000.0,455100.0,16.32,36,D,Completed,605600.0,17,Not Verified,Mobile App,2025
P2P100934,2024-03-29,Bengaluru,Salaried,98100.0,Education,93700.0,85000.0,18.02,24,D,Late,65200.0,2,Verified,Web,2024
P2P100360,2024-06-14,Chennai,Salaried,41400.0,Debt Consolidation,88600.0,87300.0,9.46,36,A,Completed,103000.0,2,Verified,Web,2024
P2P100096,2024-02-10,Kolkata,Salaried,30800.0,Vehicle,245500.0,244600.0,11.98,12,B,Active,183200.0,7,Verified,Mobile App,2024
P2P101656,2025-10-14,Kolkata,Salaried,145300.0,Debt Consolidation,112300.0,106500.0,9.8,24,B,Active,41800.0,3,Verified,Web,2025
P2P101529,2025-04-30,Unknown,Salaried,50400.0,Travel,113500.0,110900.0,12.77,24,B,Active,72400.0,3,Not Verified,Mobile App,2025
P2P101497,2024-08-20,Bengaluru,Salaried,58700.0,Vehicle,204100.0,200700.0,13.1,48,C,Active,143000.0,5,Verified,Mobile App,2024
P2P101955,2025-12-29,Jaipur,Salaried,91100.0,Debt Consolidation,343600.0,328900.0,11.65,24,B,Completed,399100.0,10,Verified,Web,2025
P2P101602,2023-04-02,Mumbai,Salaried,32400.0,Medical,214100.0,197700.0,11.74,36,B,Completed,254500.0,7,Not Verified,Mobile App,2023
P2P101972,2025-06-05,Pune,Salaried,46200.0,Education,405200.0,401700.0,9.11,36,A,Active,148700.0,12,Not Verified,Mobile App,2025
P2P100522,2023-07-20,Mumbai,Salaried,70700.0,Debt Consolidation,144300.0,141500.0,10.38,36,A,Completed,175200.0,3,Not Verified,Web,2023
P2P101862,2024-10-15,Mumbai,Salaried,54500.0,Medical,205900.0,205400.0,12.45,24,B,Completed,240100.0,5,Verified,Web,2024
P2P101555,2022-09-13,Pune,Business Owner,32000.0,Debt Consolidation,126000.0,116200.0,9.33,60,A,Active,97600.0,4,Verified,Mobile App,2022
P2P101433,2024-02-02,Mumbai,Self-employed,58000.0,Small Business,531700.0,498700.0,13.87,24,C,Completed,636300.0,15,Verified,Mobile App,2024
P2P100975,2021-04-06,Pune,Salaried,34200.0,Home Improvement,166900.0,150900.0,20.66,60,E,Active,120500.0,4,Not Verified,Mobile App,2021
P2P100666,2022-03-20,Kolkata,Self-employed,53100.0,Debt Consolidation,266800.0,250400.0,8.94,24,A,Completed,297700.0,9,Verified,Mobile App,2022
P2P100362,2024-09-26,Hyderabad,Self-employed,18000.0,Home Improvement,648900.0,642900.0,8.39,36,A,Completed,740700.0,20,Verified,Mobile App,2024
P2P101457,2024-12-05,Pune,Salaried,29200.0,Education,202600.0,190500.0,12.45,24,B,Completed,228100.0,6,Verified,Mobile App,2024
P2P101456,2025-10-07,Lucknow,Salaried,156100.0,Debt Consolidation,159400.0,151600.0,9.82,24,A,Completed,179600.0,4,Verified,Web,2025
P2P100485,2024-06-27,Mumbai,Salaried,85300.0,Education,331200.0,311800.0,14.22,48,C,Active,302400.0,11,Verified,Mobile App,2024
P2P101176,2024-04-20,Hyderabad,Business Owner,60100.0,Debt Consolidation,618700.0,557500.0,16.68,24,C,Completed,761000.0,13,Verified,Web,2024
P2P101352,2024-06-19,Bengaluru,Freelancer,68300.0,Home Improvement,590300.0,568900.0,9.5,36,A,Completed,694500.0,12,Verified,Mobile App,2024
P2P101281,2024-08-18,Pune,Freelancer,54300.0,Education,81200.0,78600.0,20.95,36,E,Defaulted,22900.0,3,Verified,Mobile App,2024
P2P100312,2021-08-29,Hyderabad,Unknown,147800.0,Vehicle,197400.0,186500.0,15.22,36,D,Defaulted,42500.0,7,Not Verified,Web,2021
P2P101784,2024-09-16,Bengaluru,Salaried,61100.0,Vehicle,246600.0,235300.0,9.41,12,A,Completed,256700.0,5,Verified,Mobile App,2024
P2P101329,2024-10-19,Mumbai,Salaried,89100.0,Debt Consolidation,809600.0,795800.0,15.2,48,C,Completed,1085100.0,16,Verified,Mobile App,2024
P2P100843,2022-05-18,Bengaluru,Salaried,63200.0,Wedding,166500.0,150700.0,13.77,24,C,Completed,189700.0,5,Verified,Mobile App,2022
P2P100414,2024-06-11,Delhi,Self-employed,67700.0,Debt Consolidation,318000.0,301300.0,11.56,48,B,Completed,418500.0,8,Verified,Mobile App,2024
P2P101158,2025-08-05,Hyderabad,Self-employed,30000.0,Debt Consolidation,193000.0,180100.0,14.61,36,C,Active,110000.0,4,Verified,Web,2025
P2P100032,2022-05-01,Delhi,Salaried,48300.0,Education,349600.0,334600.0,8.3,36,A,Completed,404400.0,12,Verified,Mobile App,2022
P2P100766,2024-06-05,Jaipur,Freelancer,50100.0,Travel,319400.0,291700.0,16.05,24,C,Completed,393200.0,9,Verified,Web,2024
P2P100459,2021-06-22,Bengaluru,Salaried,79500.0,Education,413700.0,405500.0,18.72,24,E,Defaulted,118700.0,14,Verified,Web,2021
P2P101186,2025-10-14,Jaipur,Freelancer,67700.0,Education,478400.0,451900.0,15.57,12,D,Active,296000.0,12,Verified,Mobile App,2025
P2P100340,2021-10-27,Mumbai,Salaried,123400.0,Home Improvement,133300.0,131800.0,12.82,24,B,Completed,149700.0,4,Verified,Mobile App,2021
P2P100287,2023-12-28,Ahmedabad,Business Owner,37000.0,Travel,139600.0,139100.0,22.31,24,E,Active,87800.0,3,Verified,Web,2023
P2P101273,2025-04-02,Chennai,Salaried,39500.0,Small Business,286300.0,260800.0,9.2,36,A,Active,194800.0,8,Verified,Web,2025
P2P101981,2022-06-06,Mumbai,Self-employed,79100.0,Vehicle,433100.0,432200.0,12.01,12,B,Completed,469700.0,14,Verified,Mobile App,2022
P2P100950,2024-07-17,Bengaluru,Business Owner,39500.0,Wedding,654500.0,603400.0,10.79,36,B,Late,421800.0,13,Verified,Mobile App,2024
P2P101604,2023-06-01,Jaipur,Self-employed,53300.0,Debt Consolidation,97100.0,89600.0,20.97,24,E,Late,29900.0,3,Verified,Mobile App,2023
P2P100140,2025-11-26,Kolkata,Salaried,51900.0,Vehicle,546300.0,545700.0,10.13,12,A,Completed,569400.0,16,Verified,Web,2025
P2P100849,2024-02-22,Pune,Business Owner,74900.0,Education,337600.0,324200.0,9.58,36,A,Active,117000.0,10,Not Verified,Mobile App,2024
P2P101688,2024-01-30,Delhi,Business Owner,71400.0,Home Improvement,133300.0,127200.0,11.54,60,B,Active,65500.0,3,Verified,Mobile App,2024
P2P101026,2024-01-11,Hyderabad,Salaried,66100.0,Home Improvement,442300.0,404800.0,9.06,24,A,Completed,482700.0,16,Not Verified,Web,2024
P2P101761,2023-12-06,Pune,Business Owner,28000.0,Debt Consolidation,391200.0,369200.0,14.59,60,C,Completed,574700.0,9,Verified,Mobile App,2023
P2P101232,2022-09-17,Hyderabad,Salaried,45100.0,Medical,149200.0,145400.0,13.04,24,C,Completed,168100.0,4,Verified,Mobile App,2022
P2P101654,2023-06-11,Ahmedabad,Salaried,141500.0,Debt Consolidation,346100.0,342800.0,12.46,24,C,Completed,388200.0,11,Not Verified,Mobile App,2023
P2P101139,2024-01-20,Chennai,Self-employed,121700.0,Education,70200.0,66500.0,15.82,12,D,Completed,77800.0,2,Not Verified,Web,2024
P2P100901,2022-07-27,Mumbai,Salaried,79300.0,Debt Consolidation,159900.0,157800.0,13.18,12,C,Late,86600.0,6,Verified,Mobile App,2022
P2P100732,2025-05-15,Mumbai,Salaried,35300.0,Education,102200.0,98500.0,14.75,48,D,Completed,142000.0,3,Verified,Web,2025
P2P101844,2024-08-10,Hyderabad,Salaried,54400.0,Home Improvement,455000.0,440200.0,12.18,48,B,Active,207500.0,14,Not Verified,Web,2024
P2P100265,2025-08-01,Ahmedabad,Self-employed,106800.0,Medical,489500.0,447400.0,13.25,36,C,Defaulted,47000.0,10,Not Verified,Web,2025
P2P100275,2024-03-08,Pune,Self-employed,41800.0,Travel,222400.0,211500.0,10.95,24,A,Active,148300.0,7,Verified,Web,2024
P2P101095,2022-09-19,Delhi,Salaried,102700.0,Debt Consolidation,332800.0,314600.0,11.89,24,B,Completed,393700.0,9,Verified,Mobile App,2022
P2P101665,2025-12-22,Delhi,Self-employed,87400.0,Education,160300.0,148300.0,19.18,36,D,Active,104100.0,4,Verified,Mobile App,2025
P2P100445,2025-05-13,Pune,Salaried,35800.0,Home Improvement,206200.0,196300.0,17.85,36,D,Active,158800.0,7,Verified,Mobile App,2025
P2P100040,2023-11-09,Ahmedabad,Salaried,52300.0,Debt Consolidation,217700.0,211900.0,12.46,24,B,Active,147400.0,7,Verified,Mobile App,2023
P2P101123,2025-07-13,Hyderabad,Salaried,24500.0,Debt Consolidation,387000.0,350400.0,10.72,36,B,Active,321300.0,10,Verified,Mobile App,2025
P2P101265,2021-02-05,Kolkata,Freelancer,46800.0,Vehicle,115900.0,111900.0,9.96,12,B,Completed,123300.0,2,Verified,Mobile App,2021
P2P100022,2022-02-17,Ahmedabad,Salaried,99000.0,Education,639400.0,630500.0,11.57,60,B,Active,257100.0,23,Verified,Mobile App,2022
P2P100706,2025-12-19,Ahmedabad,Salaried,101100.0,Vehicle,416000.0,404000.0,9.2,36,A,Completed,487600.0,11,Verified,Mobile App,2025
P2P101439,2022-07-13,Mumbai,Salaried,75700.0,Wedding,129600.0,119500.0,12.22,12,B,Active,60500.0,3,Verified,Web,2022
P2P100518,2025-05-10,Chennai,Business Owner,43100.0,Education,261800.0,240100.0,17.1,36,D,Active,210300.0,6,Verified,Web,2025
P2P101174,2022-11-26,Kolkata,Salaried,119800.0,Debt Consolidation,224600.0,214200.0,14.74,12,C,Active,146100.0,5,Verified,Mobile App,2022
P2P101672,2025-08-02,Pune,Salaried,43700.0,Debt Consolidation,325700.0,299000.0,16.41,24,D,Completed,393400.0,8,Verified,Mobile App,2025
P2P100355,2021-08-05,Jaipur,Salaried,31100.0,Small Business,174600.0,173400.0,11.63,36,B,Active,84900.0,4,Verified,Web,2021
P2P100298,2022-08-15,Bengaluru,Salaried,120400.0,Debt Consolidation,275400.0,252800.0,8.01,24,A,Completed,313400.0,7,Verified,Web,2022
P2P101077,2023-07-27,Pune,Self-employed,71200.0,Travel,169700.0,155600.0,11.88,60,B,Completed,222900.0,5,Verified,Web,2023
P2P100840,2024-09-09,Lucknow,Salaried,65700.0,Home Improvement,196100.0,186600.0,9.08,36,B,Active,75200.0,5,Verified,Mobile App,2024
P2P101223,2023-10-26,Bengaluru,Salaried,53200.0,Debt Consolidation,120800.0,114300.0,8.97,36,A,Active,100200.0,2,Not Verified,Mobile App,2023
P2P100925,2023-10-12,Pune,Salaried,53600.0,Home Improvement,159800.0,149400.0,10.63,60,B,Active,64000.0,4,Verified,Mobile App,2023
P2P100123,2023-03-23,Bengaluru,Self-employed,42900.0,Travel,327800.0,320700.0,10.77,24,B,Active,188000.0,8,Verified,Mobile App,2023
P2P101228,2022-12-30,Bengaluru,Business Owner,21900.0,Home Improvement,199300.0,197400.0,10.5,24,B,Active,141400.0,6,Verified,Web,2022
P2P101092,2024-10-05,Jaipur,Salaried,47100.0,Travel,215600.0,199500.0,8.4,36,A,Completed,245300.0,6,Verified,Web,2024
P2P101248,2021-04-10,Ahmedabad,Business Owner,117100.0,Home Improvement,57900.0,52700.0,10.66,24,A,Completed,67100.0,1,Verified,Web,2021
P2P101152,2025-06-12,Bengaluru,Salaried,87100.0,Debt Consolidation,255500.0,245600.0,15.03,48,C,Completed,352200.0,6,Not Verified,Web,2025
P2P101680,2024-12-14,Bengaluru,Salaried,43800.0,Home Improvement,158600.0,143700.0,11.21,12,B,Active,56600.0,4,Verified,Web,2024
P2P101164,2025-02-15,Chennai,Salaried,37300.0,Education,97700.0,94700.0,11.31,36,A,Active,72300.0,2,Verified,Mobile App,2025
P2P100418,2023-04-12,Jaipur,Salaried,81000.0,Debt Consolidation,130700.0,128100.0,11.63,24,B,Active,101800.0,5,Verified,Web,2023
P2P100967,2025-01-16,Ahmedabad,Freelancer,59700.0,Small Business,703000.0,663400.0,10.47,36,B,Active,564100.0,14,Verified,Web,2025
P2P101243,2025-03-22,Bengaluru,Salaried,88500.0,Education,549600.0,499800.0,10.94,24,A,Active,307100.0,12,Verified,Mobile App,2025
P2P101571,2024-07-01,Delhi,Freelancer,199700.0,Home Improvement,178700.0,175100.0,10.67,36,B,Completed,213900.0,5,Verified,Mobile App,2024
P2P100158,2025-03-10,Chennai,Business Owner,58200.0,Home Improvement,618200.0,572500.0,12.45,24,B,Completed,693600.0,14,Verified,Web,2025
P2P101119,2022-12-09,Chennai,Self-employed,45400.0,Debt Consolidation,266000.0,245300.0,10.12,12,B,Completed,283800.0,7,Not Verified,Mobile App,2022
P2P101280,2024-02-17,Pune,Salaried,74300.0,Vehicle,88000.0,84600.0,19.76,12,D,Active,53700.0,2,Verified,Web,2024
P2P101616,2024-11-05,Hyderabad,Business Owner,44800.0,Debt Consolidation,155000.0,153500.0,9.55,36,A,Completed,181400.0,5,Verified,Web,2024
P2P101668,2025-10-06,Chennai,Business Owner,91600.0,Debt Consolidation,137000.0,132300.0,10.85,12,B,Completed,143300.0,3,Verified,Web,2025
P2P101763,2021-10-28,Delhi,Freelancer,37000.0,Education,90600.0,82400.0,20.24,12,D,Active,53500.0,2,Verified,Mobile App,2021
P2P101064,2023-09-28,Kolkata,Salaried,77600.0,Medical,82900.0,75300.0,10.1,24,B,Completed,94700.0,3,Not Verified,Web,2023
P2P101155,2024-08-19,Mumbai,Self-employed,36500.0,Home Improvement,365600.0,361500.0,15.6,24,C,Active,199500.0,14,Verified,Web,2024
P2P101996,2024-10-16,Mumbai,Self-employed,65200.0,Home Improvement,612200.0,608000.0,9.04,36,A,Completed,715500.0,18,Verified,Mobile App,2024
P2P100190,2022-10-15,Bengaluru,Self-employed,36600.0,Small Business,117000.0,116000.0,14.45,24,C,Completed,133200.0,4,Verified,Mobile App,2022
P2P101952,2022-08-26,Bengaluru,Salaried,34700.0,Vehicle,133500.0,132900.0,9.36,24,A,Active,79900.0,3,Verified,Mobile App,2022
P2P100590,2022-03-18,Kolkata,Self-employed,269200.0,Small Business,310700.0,294500.0,10.41,12,B,Completed,331600.0,7,Not Verified,Mobile App,2022
P2P101427,2021-01-16,Bengaluru,Freelancer,65000.0,Education,162900.0,149900.0,14.11,36,C,Late,50200.0,3,Verified,Web,2021
P2P100761,2022-03-18,Mumbai,Salaried,39900.0,Debt Consolidation,285400.0,282400.0,12.59,60,C,Active,211500.0,6,Verified,Mobile App,2022
P2P101063,2025-03-18,Chennai,Salaried,87700.0,Medical,452900.0,440800.0,14.02,36,C,Completed,569700.0,11,Not Verified,Web,2025
P2P100243,2025-09-17,Pune,Unknown,57100.0,Medical,228900.0,223800.0,10.7,36,B,Active,161400.0,7,Not Verified,Web,2025
P2P100885,2025-04-27,Lucknow,Salaried,21700.0,Debt Consolidation,72400.0,66800.0,9.89,12,A,Completed,76200.0,2,Verified,Mobile App,2025
P2P101378,2024-03-13,Delhi,Salaried,37100.0,Debt Consolidation,219000.0,206000.0,12.08,24,B,Completed,253100.0,6,Not Verified,Web,2024
P2P100621,2022-06-02,Bengaluru,Business Owner,66800.0,Vehicle,108500.0,99100.0,12.3,36,B,Active,87300.0,2,Verified,Web,2022
