Loan_ID,Issue_Date,Borrower_City,Employment_Type,Annual_Income_INR,Loan_Purpose,Loan_Amount_INR,Funded_Amount_INR,Interest_Rate,Loan_Term_Months,Risk_Grade,Loan_Status,Total_Repayment_INR,Investor_Count,Income_Verification,Loan_Channel
P2P101895,2024-05-13,Hyderabad,Salaried,73500.0,Small Business,262600,247900,12.88,36,B,Completed,331500,7,Not Verified,Mobile App
P2P101189,2023-02-19,Hyderabad,Freelancer,48800.0,Vehicle,252100,235200,10.22,12,A,Completed,270500,6,Verified,Web
P2P101023,2025-09-28,Lucknow,,68100.0,Small Business,86000,81700,7.5,36,A,Active,42300,2,Verified,Mobile App
P2P100121,2025-05-06,Bengaluru,Salaried,98800.0,Vehicle,149100,146800,12.22,36,B,Completed,186300,4,Verified,Mobile App
P2P100906,2025-08-20,Bengaluru,Salaried,107500.0,Debt Consolidation,66400,66200,15.06,24,C,Defaulted,20600,1,Verified,Mobile App
P2P101307,2025-01-10,Ahmedabad,Salaried,46500.0,Home Improvement,87000,78400,14.04,24,C,Active,37300,3,Verified,Web
P2P101389,2025-11-24,Mumbai,Salaried,66100.0,Debt Consolidation,301500,293400,9.84,60,B,Completed,391100,7,Verified,Mobile App
P2P101335,2025-11-30,Delhi,Freelancer,33600.0,Wedding,209400,192000,10.77,48,A,Active,147900,6,Verified,Mobile App
P2P100511,2024-08-11,Bengaluru,Salaried,37700.0,Debt Consolidation,232500,212200,7.78,48,A,Active,161600,8,Verified,Web
P2P100180,2022-02-12,Delhi,Salaried,22100.0,Education,215400,215100,18.67,60,D,Completed,329900,6,Verified,Web
P2P101094,2024-03-10,Bengaluru,Salaried,24100.0,Vehicle,347200,343800,9.98,24,B,Completed,391200,10,Verified,Mobile App
P2P101927,2024-07-03,Ahmedabad,Business Owner,49200.0,Medical,155600,149200,14.21,24,C,Late,114500,4,Not Verified,Mobile App
P2P101560,2025-08-29,Ahmedabad,Self-employed,58800.0,Education,299100,282600,12.98,24,C,Completed,347300,7,Verified,Web
P2P101184,2025-10-08,Kolkata,Freelancer,41500.0,Debt Consolidation,510600,505600,18.85,36,D,Completed,702300,12,Not Verified,Mobile App
P2P100816,2024-03-19,Bengaluru,Freelancer,46700.0,Small Business,353400,337600,11.4,48,B,Completed,453300,7,Verified,Web
P2P101942,2023-04-23,Chennai,Salaried,100500.0,Wedding,307600,305000,17.95,24,D,Completed,361200,11,Verified,Mobile App
P2P100864,2023-11-11,Bengaluru,Salaried,52200.0,Medical,211100,202400,9.52,24,A,Completed,231200,8,Not Verified,Web
P2P101083,2023-09-28,Hyderabad,Business Owner,49200.0,Debt Consolidation,137500,129300,13.11,36,B,Completed,164900,4,Not Verified,Web
P2P101209,2022-12-28,Delhi,,120600.0,Home Improvement,46500,41900,7.6,12,B,Completed,50200,1,Verified,Mobile App
P2P101989,2023-11-03,Kolkata,Self-employed,52900.0,Home Improvement,115000,104600,10.07,36,B,Completed,137700,4,Not Verified,Mobile App
P2P101290,2021-08-29,Ahmedabad,Self-employed,72300.0,Debt Consolidation,179600,174000,12.02,12,C,Completed,193000,6,Verified,Mobile App
P2P101746,2024-01-22,Pune,Self-employed,40000.0,Debt Consolidation,252100,247600,11.38,36,C,Defaulted,62700,6,Verified,Mobile App
P2P101778,2023-11-05,Kolkata,Salaried,100300.0,Education,111900,107600,12.63,36,C,Active,74200,2,Verified,Web
P2P100381,2021-12-28,Pune,Salaried,75900.0,Vehicle,73500,73300,10.88,48,A,Completed,92300,2,Verified,Web
P2P100605,2022-01-04,Hyderabad,Self-employed,32600.0,Debt Consolidation,354500,323200,14.34,36,C,Completed,430700,8,Verified,Mobile App
P2P101907,2025-11-09,Bengaluru,Salaried,33900.0,Education,221400,217300,8.88,36,A,Active,158400,5,Verified,Mobile App
P2P101742,2025-02-03,Mumbai,Salaried,84200.0,Vehicle,238500,226800,12.33,36,B,Completed,292800,5,Verified,Web
P2P100551,2024-03-21,Delhi,Freelancer,55800.0,Home Improvement,74500,68200,14.5,60,C,Active,61400,2,Verified,Web
P2P101172,2025-12-08,Jaipur,Salaried,97600.0,Debt Consolidation,158200,155700,13.34,48,B,Completed,211400,4,Not Verified,Web
P2P100252,2023-07-28,Mumbai,Salaried,39300.0,Wedding,221100,205500,15.09,12,C,Completed,244400,4,Verified,Web
P2P101855,2025-09-22,Hyderabad,Salaried,59700.0,Small Business,107800,102600,7.5,36,A,Completed,125000,2,Not Verified,Mobile App
P2P101500,2025-07-14,Chennai,Self-employed,40500.0,Small Business,305100,275200,13.56,36,B,Active,158500,6,Not Verified,Mobile App
P2P100213,2024-10-09,Delhi,Salaried,58700.0,Debt Consolidation,166100,152200,14.2,24,C,Active,59700,5,Verified,Web
P2P101465,2025-12-31,Delhi,Salaried,177100.0,Debt Consolidation,403500,399700,13.57,48,C,Completed,528000,8,Verified,Web
P2P101705,2023-11-08,Bengaluru,Business Owner,57600.0,Travel,421600,406400,17.71,36,D,Active,348000,9,Verified,Web
P2P101866,2025-10-15,Lucknow,Salaried,76100.0,Home Improvement,237300,233000,9.26,36,A,Completed,283800,5,Not Verified,Mobile App
P2P100331,2023-06-03,Bengaluru,Salaried,46100.0,Debt Consolidation,589100,557300,13.51,12,C,Completed,656600,16,Not Verified,Mobile App
P2P100433,2024-08-18,Jaipur,Salaried,72500.0,Travel,79300,73700,11.86,36,B,Completed,98400,2,Not Verified,Mobile App
P2P100277,2025-04-25,Mumbai,Salaried,61700.0,Small Business,50800,48100,13.46,48,C,Completed,65300,2,Verified,Web
P2P101779,2022-11-14,Jaipur,Business Owner,40200.0,Small Business,731600,660000,9.87,24,A,Completed,826600,17,Not Verified,Mobile App
P2P101336,2024-10-06,Mumbai,Freelancer,46700.0,Small Business,582100,552800,10.87,36,B,Late,380000,15,Verified,Mobile App
P2P101620,2025-01-30,Hyderabad,Salaried,93200.0,Debt Consolidation,255000,236100,10.28,36,A,Completed,300000,9,Not Verified,Web
P2P100292,2021-04-25,Delhi,Salaried,41600.0,Debt Consolidation,240300,231300,15.34,48,C,Active,200200,5,Not Verified,Mobile App
P2P100902,2021-03-23,Mumbai,,37600.0,Small Business,183100,178500,7.5,24,A,Completed,199800,6,Verified,Mobile App
P2P100449,2023-07-11,Bengaluru,Salaried,82200.0,Debt Consolidation,390100,379400,12.06,48,B,Active,276300,11,Verified,Mobile App
P2P101998,2021-07-31,Hyderabad,Business Owner,87500.0,Home Improvement,293900,274400,14.52,24,C,Active,113600,8,Not Verified,Mobile App
P2P101806,2025-03-26,Bengaluru,Salaried,79500.0,Travel,205200,193200,14.4,60,C,Defaulted,95400,5,Verified,Web
P2P101549,2021-05-13,Ahmedabad,Salaried,135400.0,Home Improvement,145200,134500,11.14,36,B,Completed,174200,5,Not Verified,Web
P2P100146,2021-04-23,Mumbai,Self-employed,44700.0,Vehicle,925100,893400,13.32,60,B,Completed,1273000,20,Verified,Mobile App
P2P100304,2024-09-17,Kolkata,Self-employed,25600.0,Debt Consolidation,460900,448700,14.73,24,C,Completed,557700,13,Verified,Mobile App
P2P101512,2025-01-15,Lucknow,Freelancer,46000.0,Debt Consolidation,455800,417200,19.9,48,E,Active,288800,16,Verified,Mobile App
P2P101709,2024-08-20,Hyderabad,Self-employed,48300.0,Debt Consolidation,400600,364300,12.69,24,C,Active,258400,9,Verified,Web
P2P101873,2024-02-28,Lucknow,Self-employed,44500.0,Debt Consolidation,143100,131700,8.97,24,A,Active,71000,3,Verified,Mobile App
P2P100941,2022-12-29,Ahmedabad,Salaried,37500.0,Debt Consolidation,218100,216800,15.98,24,D,Active,174400,6,Not Verified,Web
P2P100068,2025-04-29,Delhi,Freelancer,45400.0,Debt Consolidation,256500,250100,9.91,24,A,Completed,287400,7,Verified,Mobile App
P2P100020,2023-01-31,,Salaried,54800.0,Small Business,93000,92200,11.08,24,A,Active,32400,2,Not Verified,Mobile App
P2P100325,2025-11-05,Bengaluru,Business Owner,65100.0,Vehicle,176400,171700,17.36,24,D,Active,64300,4,Verified,Mobile App
P2P101285,2023-04-08,Mumbai,Salaried,34500.0,Education,286800,260800,7.5,24,A,Completed,308400,5,Verified,Mobile App
P2P101831,2025-12-07,Mumbai,,62400.0,Home Improvement,126200,118900,7.92,24,A,Completed,141200,3,Verified,Mobile App
P2P101434,2024-11-01,Mumbai,Salaried,25900.0,Home Improvement,200400,195700,8.93,36,A,Completed,231200,6,Verified,Mobile App
P2P101425,2025-12-15,Hyderabad,Salaried,30800.0,Vehicle,220300,215600,11.89,24,B,Completed,252700,5,Verified,Web
P2P101474,2023-09-02,Hyderabad,Self-employed,72100.0,Small Business,617400,564600,10.29,24,B,Completed,690800,18,Verified,Mobile App
P2P100055,2024-07-18,Ahmedabad,Business Owner,144500.0,Vehicle,212000,208800,12.02,24,B,Active,167300,5,Verified,Web
P2P100964,2023-08-05,Chennai,Self-employed,40900.0,Travel,340800,332100,12.87,48,B,Completed,451200,13,Verified,Mobile App
P2P100932,2025-06-09,Bengaluru,Salaried,76300.0,Small Business,201800,189700,13.84,48,B,Completed,262900,4,Verified,Mobile App
P2P101878,2024-03-03,Delhi,Self-employed,49100.0,Vehicle,455100,421100,14.54,36,C,Active,243100,9,Verified,Web
P2P100151,2025-09-08,Pune,Salaried,33600.0,Home Improvement,123700,116200,11.7,12,B,Completed,135500,4,Not Verified,Mobile App
P2P101662,2024-03-14,Pune,Salaried,76600.0,Education,188900,178400,13.69,36,C,Completed,229900,4,Verified,Mobile App
P2P101122,2025-11-06,Bengaluru,Freelancer,87400.0,Debt Consolidation,237100,235000,12.03,12,B,Completed,254000,7,Verified,Web
P2P101671,2023-07-20,Kolkata,Business Owner,41000.0,Debt Consolidation,381100,360600,11.08,36,B,Completed,463700,11,Verified,Mobile App
P2P101131,2025-01-21,Mumbai,Salaried,67700.0,Vehicle,183200,174800,16.75,36,D,Completed,241000,5,Verified,Mobile App
P2P100744,2024-02-23,Ahmedabad,Freelancer,42800.0,Debt Consolidation,83800,83400,10.4,24,B,Active,64200,2,Verified,Web
P2P101693,2023-08-23,Mumbai,Self-employed,40000.0,Small Business,478100,473400,17.37,36,D,Active,235100,19,Verified,Mobile App
P2P100750,2024-08-27,Delhi,,65800.0,Medical,105600,99200,11.23,24,B,Active,65900,3,Verified,Mobile App
P2P100756,2025-04-19,Hyderabad,Business Owner,54300.0,Debt Consolidation,204200,192800,17.22,36,D,Late,117900,7,Not Verified,Mobile App
P2P101049,2025-07-23,Mumbai,Salaried,36400.0,Home Improvement,271700,256900,12.51,60,B,Active,252500,10,Verified,Mobile App
P2P100812,2025-06-14,Bengaluru,Business Owner,35900.0,Medical,178300,164700,18.47,12,D,Completed,203500,4,Verified,Web
P2P100662,2025-12-15,Hyderabad,Self-employed,47200.0,Wedding,189600,183800,10.06,36,A,Active,89400,4,Verified,Mobile App
P2P101558,2023-09-15,Hyderabad,Self-employed,70300.0,Education,836100,803300,15.14,60,C,Active,630200,31,Verified,Web
P2P101830,2023-02-03,Bengaluru,Salaried,71600.0,Debt Consolidation,112200,101800,13.48,24,D,Late,33100,2,Not Verified,Mobile App
P2P101107,2023-08-18,Bengaluru,Salaried,23700.0,Small Business,170800,160500,13.48,12,B,Completed,192700,4,Not Verified,Web
P2P100256,2024-05-16,Pune,Self-employed,90700.0,Medical,888900,859400,7.71,36,A,Active,511900,19,Verified,Web
P2P100935,2022-05-03,Lucknow,Salaried,49000.0,Small Business,311800,301200,11.37,36,B,Completed,385000,10,Verified,Web
P2P100870,2025-10-25,Lucknow,Business Owner,49200.0,Home Improvement,226500,222500,13.82,12,C,Late,81400,5,Verified,Web
P2P101847,2022-01-06,Ahmedabad,Salaried,61900.0,Travel,71300,64600,10.96,60,B,Active,28900,2,Verified,Mobile App
P2P100893,2025-06-03,Jaipur,Self-employed,77000.0,Small Business,114200,110400,10.38,36,B,Completed,135900,2,Verified,Mobile App
P2P100874,2023-09-11,Delhi,Salaried,64700.0,Home Improvement,172100,155300,13.17,36,B,Active,85200,4,Verified,Mobile App
P2P100614,2021-09-08,Bengaluru,Salaried,30800.0,Small Business,291600,264300,10.29,60,B,Active,241200,7,Not Verified,Web
P2P101404,2025-02-07,Delhi,Salaried,48100.0,Home Improvement,130000,118100,17.06,24,D,Late,37400,4,Verified,Mobile App
P2P101101,2021-06-27,Bengaluru,Salaried,52300.0,Debt Consolidation,78400,76700,17.62,36,D,Completed,100700,2,Verified,Web
P2P100389,2025-02-24,Mumbai,Salaried,68100.0,Small Business,306600,281800,12.55,12,C,Completed,329300,11,Verified,Web
P2P100937,2021-02-26,Delhi,Business Owner,36100.0,Vehicle,127600,123200,11.5,12,A,Completed,142300,4,Verified,Mobile App
P2P100407,2023-08-05,Delhi,Freelancer,106200.0,Home Improvement,551800,539600,13.28,48,B,Active,515700,18,Verified,Web
P2P101316,2024-09-26,Lucknow,Salaried,107800.0,Small Business,102700,101700,14.52,24,C,Completed,119900,3,Not Verified,Mobile App
P2P100795,2021-02-25,Hyderabad,Salaried,186300.0,Home Improvement,96800,93500,16.44,60,D,Completed,146700,2,Verified,Web
P2P100716,2025-10-05,Delhi,Salaried,,Debt Consolidation,136500,123300,11.12,48,B,Active,108000,3,Verified,Mobile App
P2P101135,2024-11-26,Hyderabad,Freelancer,38800.0,Debt Consolidation,237000,221500,13.92,24,C,Completed,282400,5,Verified,Mobile App
P2P101649,2025-04-04,Delhi,Self-employed,29100.0,Medical,386700,373600,14.41,48,C,Completed,507800,9,Verified,Web
P2P101024,2025-11-25,Kolkata,Self-employed,75600.0,Home Improvement,278300,257000,13.78,48,C,Late,157700,6,Verified,Mobile App
P2P101056,2023-05-24,Bengaluru,Self-employed,49600.0,Travel,357600,329800,11.52,60,B,Active,204000,12,Verified,Mobile App
P2P101750,2022-02-11,Chennai,Self-employed,32400.0,Wedding,332800,318600,8.86,24,A,Completed,360400,7,Not Verified,Web
P2P100247,2023-10-18,Mumbai,Salaried,65600.0,Debt Consolidation,165800,155700,16.16,24,C,Active,104000,3,Verified,Mobile App
P2P100146,2021-04-23,Mumbai,Self-employed,44700.0,Vehicle,925100,893400,13.32,60,B,Completed,1273000,20,Verified,Mobile App
P2P101863,2022-05-17,Bengaluru,Salaried,24800.0,Home Improvement,44000,42800,10.29,36,C,Completed,51600,1,Verified,Web
P2P101153,2024-12-18,Lucknow,Business Owner,34200.0,Small Business,364700,345500,18.56,12,E,Active,249900,8,Verified,Mobile App
P2P101835,2025-05-11,Bengaluru,Business Owner,36500.0,Education,101300,91700,9.84,12,A,Active,75400,4,Verified,Mobile App
P2P100623,2023-06-30,Hyderabad,Salaried,22000.0,Home Improvement,106300,105000,12.81,36,C,Completed,131800,2,Verified,Mobile App
P2P101966,2024-07-03,Bengaluru,Business Owner,34000.0,Vehicle,202900,187300,12.42,36,B,Active,79700,6,Verified,Web
P2P100461,2021-12-26,Mumbai,Salaried,62900.0,Travel,101700,96300,11.34,24,B,Completed,116200,3,Verified,Mobile App
P2P100487,2021-05-20,Lucknow,Salaried,33500.0,Education,342100,336900,10.6,36,B,Completed,407900,8,Verified,Web
P2P101900,2025-04-07,Jaipur,Salaried,96000.0,Vehicle,252900,248300,10.38,24,A,Completed,294800,9,Verified,Mobile App
P2P100091,2022-01-01,Delhi,Self-employed,26900.0,Small Business,612100,591300,15.94,36,D,Completed,763200,15,Verified,Mobile App
P2P101230,2023-09-12,Delhi,Self-employed,72600.0,Debt Consolidation,490100,474900,16.27,24,C,Defaulted,155300,17,Not Verified,Mobile App
P2P100493,2023-01-05,Delhi,Salaried,50300.0,Small Business,103600,95800,12.95,36,B,Active,72700,2,Verified,Mobile App
P2P100171,2024-11-17,Bengaluru,Salaried,58300.0,Small Business,143400,136600,17.43,24,D,Completed,179200,3,Verified,Mobile App
P2P101646,2025-03-02,Chennai,Salaried,79000.0,Debt Consolidation,147600,143500,13.32,36,C,Defaulted,46600,4,Verified,Web
P2P100057,2021-09-28,Hyderabad,Business Owner,22500.0,Education,152500,151700,14.92,24,C,Completed,184100,4,Verified,Mobile App
P2P100405,2023-03-27,Bengaluru,Freelancer,45700.0,Small Business,251300,243400,10.41,24,B,Late,78100,7,Not Verified,Mobile App
P2P101266,2021-08-10,Bengaluru,Salaried,31700.0,Debt Consolidation,307800,284200,8.82,24,A,Completed,349400,10,Verified,Web
P2P100600,2021-05-06,Pune,Salaried,56400.0,Debt Consolidation,252900,232300,10.56,36,B,Completed,290500,5,Verified,Web
P2P101016,2025-09-30,Ahmedabad,Salaried,96200.0,Home Improvement,115100,115100,21.09,48,E,Defaulted,37300,3,Verified,Mobile App
P2P101371,2025-11-26,Chennai,Salaried,63900.0,Debt Consolidation,112800,108200,11.77,36,C,Completed,141000,3,Verified,Mobile App
P2P100098,2023-10-17,Ahmedabad,Salaried,28900.0,Medical,214700,199600,15.33,12,C,Active,140900,5,Verified,Mobile App
P2P100827,2023-05-16,Mumbai,Self-employed,60000.0,Small Business,318800,305000,15.34,36,D,Completed,398200,6,Verified,Mobile App
P2P101141,2025-05-27,Lucknow,Salaried,57300.0,Home Improvement,116900,110600,12.91,48,B,Completed,155100,3,Verified,Mobile App
P2P101226,2024-09-18,Lucknow,Salaried,45900.0,Wedding,293200,268100,13.19,12,C,Active,205000,8,Verified,Mobile App
P2P101876,2024-04-24,Pune,Salaried,109400.0,Home Improvement,314500,295000,11.92,24,B,Active,218200,8,Verified,Mobile App
P2P100480,2024-03-26,Bengaluru,,55200.0,Vehicle,409500,403800,19.8,24,E,Defaulted,89900,15,Not Verified,Web
P2P100324,2023-01-10,Delhi,Salaried,21900.0,Home Improvement,252400,238200,9.61,36,A,Completed,299500,8,Verified,Web
P2P101218,2024-11-22,Chennai,Self-employed,74400.0,Debt Consolidation,169100,165700,12.94,12,C,Completed,187400,3,Not Verified,Mobile App
P2P101468,2023-09-07,Chennai,Business Owner,93000.0,Small Business,69500,63400,9.32,36,A,Active,42100,2,Not Verified,Mobile App
P2P101796,2021-09-17,Bengaluru,Business Owner,92800.0,Small Business,268300,268000,15.19,36,C,Defaulted,96200,7,Verified,Mobile App
P2P101479,2025-04-24,Ahmedabad,Business Owner,46200.0,Education,163400,158100,9.46,36,A,Active,80600,5,Verified,Web
P2P101553,2025-05-21,Chennai,Freelancer,35100.0,Medical,151900,149900,12.94,36,C,Completed,187400,6,Verified,Mobile App
P2P101785,2024-10-20,Lucknow,Salaried,22500.0,Vehicle,117200,106400,14.03,36,C,Active,90300,2,Verified,Mobile App
P2P101575,2022-08-17,Bengaluru,Self-employed,42100.0,Wedding,754500,726100,10.32,24,A,Completed,880200,17,Verified,Web
P2P100099,2021-03-19,Mumbai,Salaried,63800.0,Vehicle,256100,254300,14.47,60,C,Late,184300,7,Verified,Mobile App
P2P100116,2025-07-25,Chennai,Salaried,106900.0,Debt Consolidation,233700,217500,14.2,12,C,Active,93000,4,Verified,Mobile App
P2P100425,2021-06-26,Hyderabad,Salaried,38200.0,Debt Consolidation,1500000,1469600,15.89,36,D,Completed,1948800,35,Verified,Web
P2P100297,2025-03-20,Delhi,Salaried,24900.0,Debt Consolidation,109800,108300,10.62,24,B,Completed,126800,3,Verified,Mobile App
P2P100738,2025-05-17,Bengaluru,Salaried,38700.0,Education,218900,216700,19.77,36,E,Active,200900,7,Verified,Web
P2P101885,2022-04-06,Bengaluru,Salaried,70700.0,Wedding,95900,89300,8.76,60,A,Active,44000,3,Not Verified,Mobile App
P2P100903,2022-05-26,Bengaluru,Salaried,25100.0,Debt Consolidation,106200,100100,12.77,24,B,Completed,123300,3,Verified,Mobile App
P2P100602,2023-01-07,Pune,Business Owner,44600.0,Debt Consolidation,244200,226200,11.44,36,B,Completed,291700,8,Verified,Mobile App
P2P101000,2023-11-21,Pune,Self-employed,43600.0,Vehicle,381500,381400,15.87,24,D,Completed,449900,9,Verified,Web
P2P101805,2023-05-22,Bengaluru,Salaried,54100.0,Debt Consolidation,317200,298200,14.43,24,C,Completed,383000,7,Verified,Mobile App
P2P100396,2025-10-06,Mumbai,Business Owner,91300.0,Home Improvement,88600,83200,9.62,36,A,Completed,101700,2,Not Verified,Web
P2P100427,2023-11-12,Lucknow,Salaried,34400.0,Debt Consolidation,287800,286700,15.75,24,C,Completed,338600,9,Not Verified,Mobile App
P2P101801,2025-11-07,Bengaluru,Salaried,44300.0,Debt Consolidation,56100,54600,14.44,24,C,Completed,64200,2,Verified,Mobile App
P2P101584,2024-02-14,Bengaluru,Self-employed,68100.0,Vehicle,108000,100600,14.66,36,C,Completed,138900,2,Verified,Web
P2P101550,2024-09-10,Chennai,Salaried,47900.0,Education,198800,186700,12.91,60,C,Late,54800,5,Verified,Mobile App
P2P101556,2022-08-06,Hyderabad,Self-employed,36900.0,Medical,171300,161100,13.96,60,C,Completed,241600,3,Not Verified,Mobile App
P2P101039,2021-07-20,Hyderabad,Self-employed,42000.0,Debt Consolidation,119800,118100,11.87,24,B,Completed,138300,3,Verified,Mobile App
P2P100253,2025-06-29,Delhi,Salaried,48500.0,Small Business,406100,397000,10.35,24,B,Completed,446700,12,Verified,Web
P2P100239,2024-09-29,Ahmedabad,Self-employed,62400.0,Debt Consolidation,178600,166500,17.84,36,D,Completed,234000,5,Verified,Web
P2P101145,2022-12-13,Jaipur,Salaried,78000.0,Debt Consolidation,130800,125000,9.9,36,B,Active,77100,3,Verified,Mobile App
P2P100845,2022-03-11,Jaipur,Salaried,71700.0,Medical,187300,182200,12.34,36,C,Active,72100,5,Verified,Web
P2P101310,2025-05-15,Bengaluru,Business Owner,18000.0,Education,332600,321300,14.75,36,C,Active,186200,7,Verified,Web
P2P100846,2023-09-22,Mumbai,Salaried,18000.0,Home Improvement,161000,160900,10.78,12,B,Completed,170200,4,Verified,Mobile App
P2P100555,2025-07-31,Kolkata,Salaried,58900.0,Debt Consolidation,251800,233900,9.23,36,A,Completed,299000,5,Not Verified,Mobile App
P2P101221,2025-10-31,Lucknow,Salaried,59500.0,Education,408900,371900,17.12,36,D,Defaulted,42400,11,Verified,Web
P2P101370,2022-10-05,Jaipur,Salaried,22200.0,Small Business,283200,282100,15.15,36,C,Active,180700,7,Verified,Mobile App
P2P100546,2023-06-07,Bengaluru,Business Owner,68100.0,Education,238100,218400,10.1,24,B,Active,185700,5,Verified,Mobile App
P2P100251,2023-02-06,Hyderabad,Salaried,65800.0,Debt Consolidation,309900,293300,14.86,36,C,Completed,405100,6,Verified,Mobile App
P2P100740,2023-07-13,Jaipur,Self-employed,,Debt Consolidation,266600,244600,14.56,12,C,Completed,290000,8,Not Verified,Web
P2P100965,2023-01-26,Mumbai,Salaried,81500.0,Vehicle,187400,169000,11.87,24,B,Active,66300,6,Verified,Mobile App
P2P101670,2025-05-18,Delhi,Self-employed,73500.0,Home Improvement,347100,316300,10.75,12,B,Active,239400,10,Verified,Mobile App
P2P100199,2025-08-13,Mumbai,Salaried,95500.0,Education,1121200,1084100,22.04,24,E,Defaulted,90300,35,Verified,Mobile App
P2P101437,2023-03-04,Mumbai,Salaried,60500.0,Debt Consolidation,400900,361100,,24,B,Active,272900,13,Verified,Mobile App
P2P101510,2025-03-14,Jaipur,Salaried,50800.0,Debt Consolidation,139400,129000,11.83,12,B,Late,54200,3,Not Verified,Mobile App
P2P101455,2021-04-04,Ahmedabad,Self-employed,35800.0,Travel,363700,344700,10.84,36,B,Active,232200,13,Verified,Web
P2P100898,2025-08-25,Bengaluru,Salaried,28300.0,Debt Consolidation,163300,161700,17.35,48,D,Active,146400,3,Verified,Web
P2P101771,2023-12-16,Hyderabad,Self-employed,41600.0,Education,418100,385800,15.94,36,D,Active,178300,11,Verified,Web
P2P101743,2025-03-19,Kolkata,Business Owner,84500.0,Small Business,128400,128000,11.82,24,B,Completed,150700,3,Verified,Mobile App
P2P101315,2023-12-03,Bengaluru,Salaried,59200.0,Debt Consolidation,425700,398200,8.67,60,A,Completed,533100,8,Not Verified,Web
P2P100990,2025-05-20,Bengaluru,Business Owner,41200.0,Vehicle,273800,267500,12.06,48,A,Active,119700,10,Verified,Mobile App
P2P101041,2024-04-20,Kolkata,Business Owner,80700.0,Debt Consolidation,545400,544600,11.51,60,B,Completed,722600,16,Verified,Web
P2P101183,2024-09-09,Kolkata,Salaried,47200.0,Home Improvement,83400,82200,8.61,36,A,Completed,97100,3,Verified,Mobile App
P2P100244,2023-06-30,Kolkata,Salaried,46600.0,Travel,769500,767600,14.96,60,C,Active,633700,19,Verified,Web
P2P100067,2022-02-20,Hyderabad,Salaried,38000.0,Debt Consolidation,633200,631200,11.92,60,C,Completed,873500,14,Not Verified,Web
P2P101917,2025-08-12,Chennai,Freelancer,49800.0,Small Business,476000,455100,16.32,36,D,Completed,605600,17,Not Verified,Mobile App
P2P100934,2024-03-29,Bengaluru,Salaried,98100.0,Education,93700,85000,18.02,24,D,Late,65200,2,Verified,Web
P2P100360,2024-06-14,Chennai,Salaried,41400.0,Debt Consolidation,88600,87300,9.46,36,A,Completed,103000,2,Verified,Web
P2P100096,2024-02-10,Kolkata,Salaried,30800.0,Vehicle,245500,244600,11.98,12,B,Active,183200,7,Verified,Mobile App
P2P101656,2025-10-14,Kolkata,Salaried,145300.0,Debt Consolidation,112300,106500,9.8,24,B,Active,41800,3,Verified,Web
P2P101529,2025-04-30,,Salaried,50400.0,Travel,113500,110900,12.77,24,B,Active,72400,3,Not Verified,Mobile App
P2P101497,2024-08-20,Bengaluru,Salaried,58700.0,Vehicle,204100,200700,13.1,48,C,Active,143000,5,Verified,Mobile App
P2P101955,2025-12-29,Jaipur,Salaried,91100.0,Debt Consolidation,343600,328900,11.65,24,B,Completed,399100,10,Verified,Web
P2P101602,2023-04-02,Mumbai,Salaried,32400.0,Medical,214100,197700,11.74,36,B,Completed,254500,7,Not Verified,Mobile App
P2P101972,2025-06-05,Pune,Salaried,46200.0,Education,405200,401700,9.11,36,A,Active,148700,12,Not Verified,Mobile App
P2P100522,2023-07-20,Mumbai,Salaried,70700.0,Debt Consolidation,144300,141500,10.38,36,A,Completed,175200,3,Not Verified,Web
P2P101862,2024-10-15,Mumbai,Salaried,54500.0,Medical,205900,205400,12.45,24,B,Completed,240100,5,Verified,Web
P2P101555,2022-09-13,Pune,Business Owner,32000.0,Debt Consolidation,126000,116200,9.33,60,A,Active,97600,4,Verified,Mobile App
P2P101433,2024-02-02,Mumbai,Self-employed,58000.0,Small Business,531700,498700,13.87,24,C,Completed,636300,15,Verified,Mobile App
P2P100975,2021-04-06,Pune,Salaried,34200.0,Home Improvement,166900,150900,20.66,60,E,Active,120500,4,Not Verified,Mobile App
P2P100666,2022-03-20,Kolkata,Self-employed,53100.0,Debt Consolidation,266800,250400,8.94,24,A,Completed,297700,9,Verified,Mobile App
P2P100362,2024-09-26,Hyderabad,Self-employed,18000.0,Home Improvement,648900,642900,8.39,36,A,Completed,740700,20,Verified,Mobile App
P2P101457,2024-12-05,Pune,Salaried,29200.0,Education,202600,190500,,24,B,Completed,228100,6,Verified,Mobile App
P2P101456,2025-10-07,Lucknow,Salaried,156100.0,Debt Consolidation,159400,151600,9.82,24,A,Completed,179600,4,Verified,Web
P2P100485,2024-06-27,Mumbai,Salaried,85300.0,Education,331200,311800,14.22,48,C,Active,302400,11,Verified,Mobile App
P2P101176,2024-04-20,Hyderabad,Business Owner,60100.0,Debt Consolidation,618700,557500,16.68,24,C,Completed,761000,13,Verified,Web
P2P101352,2024-06-19,Bengaluru,Freelancer,68300.0,Home Improvement,590300,568900,9.5,36,A,Completed,694500,12,Verified,Mobile App
P2P101281,2024-08-18,Pune,Freelancer,54300.0,Education,81200,78600,20.95,36,E,Defaulted,22900,3,Verified,Mobile App
P2P100312,2021-08-29,Hyderabad,,147800.0,Vehicle,197400,186500,15.22,36,D,Defaulted,42500,7,Not Verified,Web
